Date,,,Sample,Sample ID,Sample Weight [mg],Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,,,,,
9/9/19,Calib\standard 6,Colibrick - 1,standard 6,,1.975,1.731,1.423,2.581,6.328,1.594,1.622,70.59,4.727,2.7,3.4,0.22,70.59,A,0.092,4.66,Refer,Nitrogen,0,0.028,15.088,1.765,0.0134,0.984,2.331,1.557,0,335,6694,,1.357,,0.001,1,2.769,2.583,4.199,135.304,1.622,1.661,2554.52,133.678,97.3,96.6,0.3,2554.52,A,1.39,70.36,Refer,Carbon,0,1,1,2.943,0.0041,1.775,5.116,9.244,0,464,9276,2.333,5.152,,0.001,1,,,,,
9/9/19,Calib\00000001,Colibrick - 1,blank cell,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/9/19,31,Colibrick - 1,unknown,,19.293,1.771,1.496,2.296,2.056,1.552,1.602,8.778,0.487,3.7,3.8,0.28,8.778,A,0.001,0.01,Refer,Nitrogen,0,0.039,91.19,1.831,0.0231,1.322,3.453,1.895,0,228,4560,,1.522,,0,1,2.976,2.604,3.795,14.062,1.571,1.596,225.734,12.483,96.3,96.2,0.28,225.734,A,0.1,0.52,Refer,Carbon,0,1,1,3.021,0.019,1.068,2.599,1.627,0,632,12637,2.564,1.355,,0,1,,,,,
9/9/19,32,Colibrick - 1,unknown,,23.013,1.763,1.484,2.336,2.108,1.555,1.59,9.635,0.542,2.3,2.3,0.27,9.635,A,0.002,0.01,Refer,Nitrogen,0,0.023,85.98,1.827,0.0246,1.368,3.616,1.958,0,244,4890,,1.585,,0,1,2.969,2.608,3.811,24.649,1.564,1.597,411.372,23.075,97.7,97.7,0.28,411.372,A,0.202,0.88,Refer,Carbon,0,1,1,3.022,0.0197,1.242,3.178,1.799,0,641,12824,2.63,1.433,,0,1,,,,,
9/9/19,33,Colibrick - 1,unknown,,23.775,1.777,1.461,2.567,2.999,1.532,1.564,26.109,1.457,3,3.2,0.27,26.109,A,0.027,0.11,Refer,Nitrogen,0,0.031,16.417,1.829,0.0209,1.184,2.982,1.736,0,249,4972,,1.509,,0.001,1,2.929,2.597,4.088,46.265,1.565,1.652,834.535,44.68,97,96.8,0.29,834.535,A,0.437,1.84,Refer,Carbon,0,1,1,3.007,0.0251,1.566,4.328,2.32,0,568,11357,2.451,1.694,,0.001,1,,,,,
9/9/19,34,Colibrick - 1,unknown,,21.071,1.756,1.469,2.304,2.117,1.555,1.596,9.624,0.548,2.5,2.5,0.26,9.624,A,0.002,0.01,Refer,Nitrogen,0,0.026,77.793,1.814,0.0226,1.295,3.36,1.861,0,248,4952,,1.541,,0,1,2.963,2.603,3.868,22.722,1.563,1.611,374.198,21.145,97.5,97.5,0.27,374.198,A,0.182,0.86,Refer,Carbon,0,1,1,3.014,0.0193,1.222,3.111,1.777,0,657,13145,2.663,1.433,,0,1,,,,,
9/9/19,35,Colibrick - 1,unknown,,24.878,1.768,1.455,2.567,3.442,1.535,1.554,32.492,1.902,2.4,2.6,0.25,32.492,A,0.036,0.14,Refer,Nitrogen,0,0.024,19.744,1.811,0.0178,1.056,2.56,1.616,0,270,5397,,1.429,,0.001,1,2.891,2.568,4.144,71.962,1.554,1.673,1329.322,70.384,97.6,97.4,0.29,1329.322,A,0.711,2.86,Refer,Carbon,0,1,1,2.999,0.0286,1.782,5.146,3.26,0,538,10760,2.423,2.141,,0.001,1,,,,,
9/9/19,36,Colibrick - 1,unknown,,27.066,1.772,1.48,2.58,2.341,1.562,1.574,14.463,0.776,2.1,2,0.27,14.463,A,0.009,0.03,Refer,Nitrogen,0,0.021,37.116,1.842,0.0275,1.388,3.685,1.987,0,245,4892,,1.697,,0.001,1,2.932,2.58,4.004,39.125,1.574,1.646,679.936,37.534,97.9,98,0.28,679.936,A,0.351,1.3,Refer,Carbon,0,1,1,3,0.0225,1.473,3.991,2.127,0,613,12266,2.51,1.601,,0.001,1,,,,,
9/9/19,37,Colibrick - 1,unknown,,20.015,1.765,1.485,2.353,2.17,1.537,1.569,11.016,0.623,2.9,2.9,0.26,11.016,A,0.004,0.02,Refer,Nitrogen,0,0.03,40.554,1.824,0.0228,1.3,3.38,1.868,0,250,5005,,1.581,,0,1,2.963,2.607,3.816,22.182,1.551,1.58,367.133,20.623,97.1,97.1,0.27,367.133,A,0.178,0.89,Refer,Carbon,0,1,1,3.013,0.0193,1.199,3.032,1.752,0,645,12891,2.629,1.415,,0,1,,,,,
9/9/19,38,Colibrick - 1,unknown,,15.423,1.767,1.475,2.565,2.327,1.514,1.531,14.978,0.809,2.4,2.4,0.27,14.978,A,0.01,0.07,Refer,Nitrogen,0,0.025,29.989,1.836,0.0273,1.383,3.669,1.98,0,246,4912,,1.706,,0.001,1,2.935,2.588,3.876,34.756,1.531,1.604,599.286,33.205,97.6,97.6,0.28,599.286,A,0.307,1.99,Refer,Carbon,0,1,1,2.998,0.0217,1.412,3.77,2.023,0,614,12288,2.534,1.541,,0.001,1,,,,,
9/9/19,39,Colibrick - 1,unknown,,19.045,1.764,1.487,2.348,2.282,1.512,1.549,13.098,0.758,2.1,2.2,0.26,13.098,A,0.007,0.04,Refer,Nitrogen,0,0.021,42.32,1.819,0.021,1.258,3.233,1.817,0,260,5206,,1.547,,0.001,1,2.957,2.607,3.875,35.29,1.527,1.586,615.276,33.746,97.9,97.8,0.28,615.276,A,0.315,1.66,Refer,Carbon,0,1,1,3.021,0.0222,1.416,3.787,2.031,0,606,12128,2.608,1.551,,0.001,1,,,,,
9/9/19,40,Colibrick - 1,unknown,,17.403,1.751,1.475,2.264,2.052,1.506,1.57,8.975,0.523,2,2.1,0.26,8.975,A,0.001,0.01,Refer,Nitrogen,0,0.02,157.473,1.803,0.0207,1.223,3.114,1.778,0,249,4972,,1.472,,0,1,2.935,2.592,3.844,26.328,1.536,1.571,438.894,24.782,98,97.9,0.27,438.894,A,0.218,1.25,Refer,Carbon,0,1,1,2.988,0.0197,1.276,3.295,1.838,0,639,12772,2.613,1.455,,0,1,,,,,
9/9/19,40,Colibrick - 1,unknown,,20.556,1.764,1.475,2.58,2.192,1.498,1.513,13.069,0.69,2,1.9,0.26,13.069,A,0.007,0.04,Refer,Nitrogen,0,0.021,43.795,1.857,0.0356,1.574,4.36,2.34,0,247,4947,,1.875,,0.001,1,2.936,2.581,3.848,37.143,1.513,1.588,631.736,35.609,98,98.1,0.27,631.736,A,0.325,1.58,Refer,Carbon,0,1,1,3,0.0212,1.437,3.86,2.063,0,633,12660,2.567,1.563,,0.001,1,,,,,
9/9/19,Calib\standard 7,Colibrick - 1,standard 7,,1.667,1.735,1.428,2.541,5.414,1.51,1.524,58.963,3.9,2.6,3.2,0.23,58.963,A,0.075,4.5,Refer,Nitrogen,0,0.027,15.713,1.769,0.0135,0.979,2.314,1.553,0,328,6566,,1.358,,0.001,1,2.784,2.56,3.992,118.299,1.525,1.577,2172.822,116.766,97.4,96.8,0.29,2172.822,A,1.178,70.67,Refer,Carbon,0,1,1,2.915,0.0077,1.812,5.261,7.14,0,495,9890,2.381,4.044,,0.001,1,,,,,
9/9/19,Calib\00000002,Colibrick - 1,blank cell,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/9/19,41,Colibrick - 1,unknown,,15.926,1.752,1.447,2.575,3.277,1.456,1.495,30.221,1.81,1.6,1.8,0.24,30.221,A,0.033,0.21,Refer,Nitrogen,0,0.016,30.423,1.8,0.0184,1.181,2.973,1.734,0,289,5775,,1.557,,0.001,1,2.831,2.576,4.015,100.136,1.495,1.567,1839.918,98.628,98.4,98.2,0.29,1839.918,A,0.994,6.24,Refer,Carbon,0,1,1,2.947,0.0175,1.843,5.379,5.045,0,511,10225,2.369,2.994,,0.001,1,,,,,
9/9/19,42,Colibrick - 1,unknown,,20.124,1.783,1.484,2.32,2.122,1.47,1.538,11.449,0.628,2.1,2.1,0.28,11.449,A,0.005,0.02,Refer,Nitrogen,0,0.021,55.147,1.84,0.0231,1.249,3.202,1.807,0,225,4491,,1.467,,0,1,2.956,2.604,3.948,30.923,1.505,1.613,546.146,29.39,97.9,97.9,0.29,546.146,A,0.277,1.38,Refer,Carbon,0,1,1,3.018,0.0225,1.367,3.611,1.956,0,595,11892,2.449,1.523,,0.001,1,,,,,
9/9/19,43,Colibrick - 1,unknown,,26.001,1.793,1.508,2.6,1.916,1.489,1.518,9.123,0.42,2.2,1.9,0.31,9.123,A,0.002,0.01,Refer,Nitrogen,0,0.022,124.651,1.905,0.0466,1.618,4.523,2.459,0,188,3756,,1.837,,0,1,2.976,2.615,4.044,23.144,1.518,1.61,406.196,21.603,97.8,98.1,0.29,406.196,A,0.2,0.77,Refer,Carbon,0,1,1,3.03,0.0217,1.227,3.128,1.782,0,597,11941,2.347,1.443,,0,1,,,,,
9/9/19,44,Colibrick - 1,unknown,,25.06,1.791,1.523,2.232,1.791,1.505,1.567,4.798,0.263,1.7,1.7,0.3,4.798,A,N/A,N/A,Error,Nitrogen,0,0.018,???,1.844,0.0213,1.215,3.085,1.769,0,199,3983,,1.392,,,1,2.989,2.616,3.836,16.45,1.52,1.551,273.411,14.921,98.3,98.3,0.28,273.411,A,0.126,0.5,Refer,Carbon,0,1,1,3.035,0.0198,1.081,2.641,1.638,0,620,12392,2.433,1.363,,0,1,,,,,
9/9/19,45,Colibrick - 1,unknown,,19.278,1.784,1.476,2.567,2.406,1.484,1.512,18.047,0.914,2,2.1,0.29,18.047,A,0.015,0.08,Refer,Nitrogen,0,0.021,31.288,1.847,0.0266,1.289,3.339,1.854,0,205,4098,,1.604,,0.001,1,2.955,2.567,4.004,45.038,1.512,1.599,878.454,43.502,98,97.9,0.31,878.454,A,0.461,2.39,Refer,Carbon,0,1,1,3.029,0.0273,1.471,3.982,2.122,0,488,9769,2.272,1.592,,0.001,1,,,,,
9/9/19,46,Colibrick - 1,unknown,,18.698,1.808,1.511,2.615,1.86,1.496,1.503,8.093,0.362,2.7,2.4,0.32,8.093,A,0,0,Refer,Nitrogen,0,0.028,1614.06,1.916,0.0471,1.584,4.397,2.366,0,175,3508,,1.793,,0,1,3.009,2.616,4.008,16.366,1.503,1.568,293.799,14.845,97.3,97.6,0.3,293.799,A,0.137,0.73,Refer,Carbon,0,1,1,3.065,0.0243,1.189,3,1.742,0,557,11149,2.282,1.441,,0,1,,,,,
9/9/19,47,Colibrick - 1,unknown,,17.535,1.797,1.492,2.563,1.864,1.484,1.497,9.507,0.377,1.8,1.7,0.38,9.507,A,0.002,0.01,Refer,Nitrogen,0,0.018,120.949,1.922,0.0564,1.636,4.592,2.515,0,125,2496,,1.906,,0,1,2.989,2.563,4.861,22.924,1.497,1.524,518.911,21.422,98.2,98.3,0.37,518.911,A,0.262,1.49,Refer,Carbon,0,1,1,3.079,0.0397,1.469,3.975,2.119,0,368,7365,1.887,1.652,,0.001,1,,,,,
9/9/19,48,Colibrick - 1,unknown,,15.92,1.843,1.511,2.56,1.768,1.491,1.497,7.48,0.275,1.5,1.4,0.41,7.48,A,N/A,N/A,Error,Nitrogen,0,0.015,???,1.963,0.0606,1.564,4.322,2.316,0,110,2202,,1.785,,,1,3.031,2.56,4.967,20.334,1.497,1.509,496.638,18.835,98.5,98.6,0.4,496.638,A,0.25,1.57,Refer,Carbon,0,1,1,3.127,0.0462,1.464,3.957,2.11,0,320,6403,1.726,1.683,,0.001,1,,,,,
9/9/19,49,Colibrick - 1,unknown,,25.124,1.843,1.512,2.625,2.002,1.476,1.502,13.756,0.519,2.1,2.3,0.41,13.756,A,0.008,0.03,Refer,Nitrogen,0,0.022,38.61,1.957,0.0547,1.567,4.332,2.322,0,111,2216,,1.751,,0.001,1,3.047,2.625,4.995,23.684,1.502,1.559,632.951,22.172,97.9,97.7,0.43,632.951,A,0.325,1.29,Refer,Carbon,0,1,1,3.167,0.0592,1.573,4.357,2.339,0,282,5650,1.694,1.821,,0.001,1,,,,,
9/9/19,50,Colibrick - 1,duplicate,,27.229,1.856,1.524,2.619,1.857,1.506,1.523,9.406,0.346,2.2,2.4,0.42,9.406,A,0.002,0.01,Refer,Nitrogen,0,0.023,99.768,1.977,0.0601,1.57,4.344,2.33,0,110,2206,,1.772,,0,1,3.06,2.619,4.995,15.799,1.523,1.559,409.266,14.269,97.8,97.6,0.42,409.266,A,0.201,0.74,Refer,Carbon,0,1,1,3.169,0.0571,1.489,4.049,2.157,0,289,5771,1.691,1.758,,0,1,,,,,
9/9/19,50,Colibrick - 1,duplicate,,22.946,1.841,1.52,2.621,1.812,1.501,1.512,8.167,0.308,2.3,2.4,0.41,8.167,A,0,0,Refer,Nitrogen,0,0.023,869.641,1.964,0.0598,1.588,4.41,2.375,0,113,2257,,1.715,,0,1,3.061,2.621,4.991,13.913,1.512,1.536,349.123,12.397,97.7,97.6,0.41,349.123,A,0.168,0.73,Refer,Carbon,0,1,1,3.171,0.0558,1.504,4.105,2.187,0,302,6039,1.75,1.783,,0,1,,,,,
10/23/19,bypass,Colibrick - 1,bypass,,0,1.816,0.18,2.652,3.349,2.679,2.792,15.47,0.596,6,4,0.31,15.47,A,0.105,47.96,Refer,Nitrogen,0,0.063,1.085,1.919,0.0464,1.536,4.219,2.251,0,194,3885,,1.652,,0.007,1,3.044,2.652,3.82,17.287,2.792,2.845,244.514,14.477,94,96,0.26,244.514,A,0.113,52.04,Refer,Carbon,0,1,1,3.083,0.0162,1.018,2.438,1.585,0,752,15033,2.551,1.328,,0,1,,,,,
10/23/19,bypass,Colibrick - 1,bypass,,0,1.815,0.188,2.691,3.626,2.747,2.774,17.507,0.862,3.4,2.9,0.27,17.507,A,0.121,32.51,Refer,Nitrogen,0,0.035,2.076,1.883,0.0275,1.37,3.621,1.96,0,257,5131,,1.666,,0.007,1,3.031,2.692,3.92,31.195,2.774,2.828,495.625,28.406,96.6,97.1,0.27,495.625,A,0.25,67.49,Refer,Carbon,0,1,1,3.085,0.0192,1.314,3.427,1.885,0,695,13891,2.67,1.473,,0.001,1,,,,,
10/23/19,bypass,Colibrick - 1,bypass,,0,1.816,0.18,2.668,3.405,2.715,2.742,15.169,0.672,4,3,0.28,15.169,A,0.102,36.17,Refer,Nitrogen,0,0.041,1.764,1.897,0.0333,1.452,3.915,2.09,0,235,4705,,1.662,,0.007,1,3.021,2.669,3.784,24.463,2.742,2.775,367.302,21.71,96,97,0.26,367.302,A,0.18,63.83,Refer,Carbon,0,1,1,3.068,0.017,1.179,2.965,1.731,0,733,14660,2.627,1.391,,0,1,,,,,
10/23/19,Calib\blank cell,Colibrick - 1,blank cell,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/23/19,Calib\blank,Colibrick - 1,blank,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/23/19,Calib\standard,Colibrick - 1,standard,,1.097,1.772,0.181,2.591,5.243,2.646,2.679,43.753,2.576,2.9,3,0.24,43.753,A,0.326,29.76,Refer,Nitrogen,0,0.03,2.384,1.81,0.0151,1.003,2.391,1.572,0,312,6247,,1.408,,0.007,1,2.904,2.591,4.492,85.249,2.679,2.704,1464.987,82.566,97.1,97,0.28,1464.987,A,0.778,70.95,Refer,Carbon,0,1,1,3.013,0.0226,1.831,5.332,3.974,0,596,11918,2.589,2.449,,0.001,1,,,,,
10/23/19,Calib\00000000,Colibrick - 1,standard,,0.678,1.769,0.192,2.617,4.188,2.649,2.686,26.511,1.514,2.8,2.8,0.24,26.511,A,0.191,28.2,Refer,Nitrogen,0,0.029,2.503,1.813,0.017,1.107,2.727,1.662,0,291,5826,,1.497,,0.007,1,2.96,2.621,4.084,55.587,2.687,2.711,914.83,52.895,97.2,97.2,0.27,914.83,A,0.479,70.59,Refer,Carbon,0,1,1,3.04,0.0226,1.651,4.646,2.562,0,663,13251,2.73,1.794,,0.001,1,,,,,
10/23/19,Calib\00000001,Colibrick - 1,standard,,1.058,1.773,0.189,2.611,5.124,2.631,2.662,42.639,2.472,2.9,3,0.24,42.639,A,0.318,30.03,Refer,Nitrogen,0,0.03,2.354,1.812,0.0157,1.011,2.415,1.579,0,313,6256,,1.437,,0.007,1,2.907,2.611,4.461,82.419,2.662,2.686,1409.585,79.753,97.1,97,0.28,1409.585,A,0.748,70.71,Refer,Carbon,0,1,1,3.014,0.0235,1.822,5.299,3.775,0,603,12055,2.598,2.385,,0.001,1,,,,,
10/23/19,Calib\00000002,Colibrick - 1,standard,,0.77,1.772,0.188,2.644,4.343,2.617,2.664,31.462,1.695,3,2.8,0.24,31.462,A,0.23,29.88,Refer,Nitrogen,0,0.031,2.339,1.82,0.0187,1.171,2.939,1.723,0,295,5908,,1.565,,0.007,1,2.936,2.644,4.184,62.252,2.664,2.694,1024.152,59.582,97,97.2,0.27,1024.152,A,0.538,69.89,Refer,Carbon,0,1,1,3.023,0.0232,1.71,4.868,2.796,0,658,13167,2.683,1.897,,0.001,1,,,,,
10/23/19,Calib\00000003,Colibrick - 1,standard,,1.437,1.772,0.188,2.612,6.063,2.625,2.65,55.379,3.421,2.9,3.2,0.23,55.379,A,0.418,29.07,Refer,Nitrogen,0,0.029,2.413,1.804,0.0135,0.894,2.049,1.489,0,335,6693,,1.337,,0.008,1,2.876,2.612,4.688,105.987,2.65,2.672,1886.837,103.334,97.1,96.8,0.29,1886.837,A,1.008,70.15,Refer,Carbon,0,1,1,2.991,0.0134,1.838,5.36,5.6,0,547,10948,2.518,3.287,,0.001,1,,,,,
10/23/19,Calib\00000004,Colibrick - 1,blank,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/23/19,51,Colibrick - 1,unknown,,29.253,1.813,0.188,2.621,3.623,2.613,2.656,20.369,0.981,3,2.6,0.26,20.369,A,0.143,0.49,Refer,Nitrogen,0,0.031,2.354,1.89,0.0303,1.442,3.881,2.073,0,261,5227,,1.799,,0.007,1,3.008,2.621,4.621,39.607,2.656,2.691,654.287,36.944,97,97.4,0.27,654.287,A,0.337,1.15,Refer,Carbon,0,1,1,3.071,0.0205,1.437,3.862,2.065,0,664,13289,2.617,1.557,,0.001,1,,,,,
10/23/19,52,Colibrick - 1,unknown,,19.887,1.811,0.196,2.652,3.154,2.632,2.672,12.164,0.496,2.6,1.9,0.28,12.164,A,0.079,0.4,Refer,Nitrogen,0,0.027,2.878,1.916,0.0433,1.603,4.467,2.416,0,232,4633,,1.761,,0.006,1,3.013,2.653,3.84,28.887,2.672,2.726,451.725,26.199,97.4,98.1,0.27,451.725,A,0.226,1.14,Refer,Carbon,0,1,1,3.065,0.0184,1.272,3.281,1.833,0,700,14008,2.59,1.446,,0.001,1,,,,,
10/23/19,53,Colibrick - 1,unknown,,16.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.013,2.679,3.728,13.336,2.669,2.702,180.295,10.656,100,100,0.26,180.295,A,0.079,0.49,Refer,Carbon,0,1,1,3.051,0.0161,0.982,2.324,1.556,0,737,14731,,1.312,,0,1,,,,,
10/23/19,54,Colibrick - 1,unknown,,21.246,1.807,1.452,2.629,3.447,2.646,2.678,14.612,0.792,1.7,1.6,0.26,14.612,A,0.098,0.46,Refer,Nitrogen,0,0.017,4.543,1.874,0.0264,1.369,3.619,1.959,0,259,5189,,1.647,,0.007,1,2.996,2.665,3.907,50.328,2.68,2.756,852.343,47.628,98.3,98.4,0.28,852.343,A,0.445,2.09,Refer,Carbon,0,1,1,3.07,0.0228,1.569,4.34,2.328,0,634,12685,2.58,1.674,,0.001,1,,,,,
10/23/19,55,Colibrick - 1,unknown,,23.382,1.816,1.456,2.613,3.409,2.667,2.685,13.82,0.736,1.5,1.5,0.27,13.82,A,0.092,0.39,Refer,Nitrogen,0,0.015,5.234,1.885,0.028,1.374,3.638,1.967,0,254,5087,,1.674,,0.007,1,2.983,2.653,4.035,51.684,2.686,2.802,916.822,48.971,98.5,98.5,0.29,916.822,A,0.48,2.05,Refer,Carbon,0,1,1,3.063,0.0252,1.592,4.427,2.387,0,578,11561,2.458,1.719,,0.001,1,,,,,
10/23/19,56,Colibrick - 1,unknown,,21.187,1.799,0.2,2.615,3.629,2.672,2.699,17.666,0.939,1.7,1.6,0.25,17.666,A,0.122,0.57,Refer,Nitrogen,0,0.017,4.426,1.854,0.022,1.25,3.207,1.808,0,279,5585,,1.586,,0.007,1,2.959,2.648,3.976,60.321,2.7,2.79,1025.946,57.6,98.3,98.4,0.28,1025.946,A,0.539,2.54,Refer,Carbon,0,1,1,3.044,0.0242,1.677,4.745,2.657,0,624,12490,2.573,1.837,,0.001,1,,,,,
10/23/19,57,Colibrick - 1,unknown,,23.899,1.807,0.184,2.632,4.472,2.659,2.707,31.939,1.781,2.4,2.5,0.25,31.939,A,0.234,0.98,Refer,Nitrogen,0,0.025,2.931,1.851,0.018,1.097,2.694,1.653,0,297,5944,,1.485,,0.007,1,2.952,2.632,4.792,72.896,2.707,2.754,1294.009,70.181,97.6,97.5,0.29,1294.009,A,0.685,2.87,Refer,Carbon,0,1,1,3.056,0.0268,1.777,5.125,3.213,0,587,11749,2.534,2.102,,0.001,1,,,,,
10/23/19,58,Colibrick - 1,unknown,,18.071,1.811,1.448,2.617,4.374,2.714,2.738,29.079,1.653,1.8,2,0.26,29.079,A,0.211,1.17,Refer,Nitrogen,0,0.018,3.999,1.859,0.0198,1.148,2.862,1.701,0,277,5543,,1.494,,0.007,1,2.931,2.617,4.696,84.146,2.738,2.78,1587.764,81.402,98.2,98,0.31,1587.764,A,0.845,4.68,Refer,Carbon,0,1,1,3.048,0.0285,1.818,5.283,3.697,0,510,10208,2.354,2.348,,0.001,1,,,,,
10/23/19,59,Colibrick - 1,unknown,,19.989,1.812,0.2,2.655,3.387,2.685,2.734,14.074,0.67,2.5,2.1,0.26,14.074,A,0.094,0.47,Refer,Nitrogen,0,0.025,3.01,1.887,0.0293,1.439,3.869,2.068,0,261,5220,,1.688,,0.007,1,3.015,2.657,3.868,34.528,2.734,2.784,553.526,31.779,97.5,97.9,0.27,553.526,A,0.282,1.41,Refer,Carbon,0,1,1,3.071,0.0193,1.353,3.564,1.938,0,687,13745,2.654,1.49,,0.001,1,,,,,
10/23/19,60,Colibrick - 1,unknown,,25.583,1.812,1.481,2.648,3.144,2.686,2.704,9.401,0.453,2.4,2,0.29,9.401,A,0.057,0.22,Refer,Nitrogen,0,0.024,3.359,1.919,0.043,1.617,4.521,2.457,0,223,4468,,1.851,,0.006,1,3.013,2.648,3.852,24.757,2.704,2.757,387.474,22.037,97.6,98,0.27,387.474,A,0.191,0.75,Refer,Carbon,0,1,1,3.062,0.0185,1.188,2.997,1.741,0,673,13466,2.537,1.404,,0,1,,,,,
10/23/19,60,Colibrick - 1,unknown,,23.456,1.808,0.196,2.66,3.095,2.634,2.677,10.928,0.433,3.3,2.3,0.29,10.928,A,0.069,0.29,Refer,Nitrogen,0,0.035,2.213,1.916,0.0433,1.62,4.529,2.464,0,218,4367,,1.792,,0.006,1,3.012,2.661,3.801,21.18,2.677,2.709,316.363,18.493,96.7,97.7,0.27,316.363,A,0.153,0.65,Refer,Carbon,0,1,1,3.056,0.0171,1.115,2.752,1.669,0,714,14278,2.568,1.366,,0,1,,,,,
10/23/19,Calib\00000005,Colibrick - 1,standard,,1.184,1.769,0.191,2.605,5.425,2.625,2.648,46.197,2.785,2.8,3,0.23,46.197,A,0.346,29.19,Refer,Nitrogen,0,0.029,2.428,1.805,0.0143,0.962,2.262,1.54,0,326,6519,,1.394,,0.007,1,2.885,2.605,4.588,91.211,2.648,2.667,1577.161,88.561,97.2,97,0.28,1577.161,A,0.839,70.89,Refer,Carbon,0,1,1,2.996,0.02,1.841,5.373,4.437,0,583,11654,2.572,2.704,,0.001,1,,,,,
10/23/19,Calib\00000006,Colibrick - 1,blank cell,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/23/19,61,Colibrick - 1,unknown,,26.383,1.803,0.188,2.663,3.053,2.591,2.651,11.163,0.423,3.3,2.1,0.29,11.163,A,0.071,0.27,Refer,Nitrogen,0,0.034,2.273,1.927,0.0504,1.685,4.773,2.687,0,209,4185,,1.913,,0.006,1,3.015,2.671,3.864,22.093,2.651,2.69,331.581,19.431,96.7,97.9,0.27,331.581,A,0.161,0.61,Refer,Carbon,0,1,1,3.06,0.0172,1.148,2.863,1.701,0,715,14303,2.56,1.381,,0,1,,,,,
10/23/19,62,Colibrick - 1,unknown,,21.48,1.804,0.196,2.657,2.949,2.601,2.651,9.442,0.315,4.1,2.3,0.32,9.442,A,0.057,0.27,Refer,Nitrogen,0,0.042,1.776,1.941,0.0574,1.707,4.856,2.781,0,176,3521,,1.927,,0.006,1,3.013,2.657,3.724,15.799,2.651,2.672,222.967,13.141,95.9,97.7,0.26,222.967,A,0.102,0.47,Refer,Carbon,0,1,1,3.052,0.0162,1.004,2.395,1.573,0,722,14435,2.444,1.32,,0,1,,,,,
10/23/19,63,Colibrick - 1,unknown,,16.223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.009,2.66,3.687,13.254,2.651,2.664,177.163,10.598,100,100,0.26,177.163,A,0.077,0.47,Refer,Carbon,0,1,1,3.046,0.0156,0.946,2.211,1.528,0,742,14843,,1.296,,0,1,,,,,
10/23/19,64,Colibrick - 1,unknown,,21.551,1.82,0.188,2.643,2.984,2.59,2.642,9.761,0.359,3.3,2.1,0.31,9.761,A,0.06,0.28,Refer,Nitrogen,0,0.035,2.243,1.937,0.0495,1.638,4.597,2.519,0,197,3937,,1.818,,0.006,1,3.021,2.643,3.76,19.206,2.642,2.665,282.435,16.556,96.7,97.9,0.27,282.435,A,0.134,0.62,Refer,Carbon,0,1,1,3.063,0.0167,1.078,2.632,1.636,0,718,14367,2.484,1.348,,0,1,,,,,
10/23/19,65,Colibrick - 1,unknown,,34.757,1.813,0.184,2.641,3.106,2.587,2.639,12.72,0.484,3.5,2.3,0.29,12.72,A,0.083,0.24,Refer,Nitrogen,0,0.036,2.076,1.938,0.0521,1.672,4.727,2.639,0,210,4196,,1.927,,0.007,1,3,2.641,3.852,23.225,2.639,2.665,352.614,20.578,96.5,97.7,0.27,352.614,A,0.172,0.5,Refer,Carbon,0,1,1,3.046,0.0174,1.156,2.887,1.708,0,701,14023,2.495,1.393,,0,1,,,,,
