Date,Sample,Sample_type,Sample_weight_mg,N_retention_time_min,N_response,N_weight_mg,N_weight%,N_peak_type,N_element,N_C_Response,C_rentention_time_min,C_response,C_weight_mg,C_weight_per,C_peak_type,C_element,C_C_response_ratio,
3/10/20,244,unknown,22.92,1.855,7.085,0,0,Refer,Nitrogen,0.021,3.159,345.407,0.068,0.3,Refer,Carbon,1,
3/10/20,245,unknown,25.664,1.857,10.474,0.006,0.02,Refer,Nitrogen,0.024,3.145,442.561,0.133,0.52,Refer,Carbon,1,
3/10/20,246,unknown,25.706,1.849,9.012,0.003,0.01,Refer,Nitrogen,0.02,3.141,449.685,0.138,0.54,Refer,Carbon,1,
3/10/20,247,unknown,20.415,1.852,16.116,0.015,0.08,Refer,Nitrogen,0.027,3.14,603.513,0.241,1.18,Refer,Carbon,1,
3/10/20,248,unknown,21.246,1.859,9.916,0.005,0.02,Refer,Nitrogen,0.021,3.145,465.687,0.149,0.7,Refer,Carbon,1,
3/10/20,249,unknown,22.336,1.836,31.035,0.04,0.18,Refer,Nitrogen,0.021,3.059,1443.946,0.802,3.59,Refer,Carbon,1,
3/10/20,250,unknown,23.596,1.844,8.294,0.002,0.01,Refer,Nitrogen,0.022,3.151,380.532,0.092,0.39,Refer,Carbon,1,
3/10/20,250,unknown,25.357,1.868,11.643,0.008,0.03,Refer,Nitrogen,0.024,3.147,493.879,0.167,0.66,Refer,Carbon,1,
3/10/20,Calib\_3_10_2020 10_48_13 PM_035,standard,1.731,1.807,59.13,0.087,5.02,Refer,Nitrogen,0.028,2.968,2143.573,1.269,73.31,Refer,Carbon,1,
3/10/20,Calib\_3_10_2020 10_53_22 PM_036,blank,0,1.821,10.368,0.006,5.17,Refer,Nitrogen,0.026,3.144,401.088,0.105,94.83,Refer,Carbon,1,
3/10/20,251,unknown,24.188,,,,,,,,,,,,,,,
3/10/20,252,unknown,20.091,1.852,6.251,N/A,N/A,Error,Nitrogen,0.021,3.141,297.281,0.036,0.18,Refer,Carbon,1,
3/10/20,253,unknown,22.036,1.845,8.53,0.003,0.01,Refer,Nitrogen,0.02,3.153,423.112,0.12,0.55,Refer,Carbon,1,
3/10/20,254,unknown,20.063,1.856,12.017,0.008,0.04,Refer,Nitrogen,0.022,3.143,546.05,0.202,1.01,Refer,Carbon,1,
3/10/20,255,unknown,20.08,1.824,38.694,0.053,0.26,Refer,Nitrogen,0.018,3.009,2132.26,1.261,6.28,Refer,Carbon,1,
3/10/20,256,unknown,23.917,1.852,8.824,0.003,0.01,Refer,Nitrogen,0.019,3.163,453.483,0.14,0.59,Refer,Carbon,1,
3/10/20,257,unknown,21.814,1.844,20.578,0.023,0.1,Refer,Nitrogen,0.022,3.109,926.924,0.457,2.09,Refer,Carbon,1,
3/10/20,258,unknown,25.921,1.865,7.328,0.001,0,Refer,Nitrogen,0.02,3.155,365.113,0.081,0.31,Refer,Carbon,1,
3/10/20,259,unknown,22.387,1.851,10.948,0.007,0.03,Refer,Nitrogen,0.016,3.131,702.557,0.307,1.37,Refer,Carbon,1,
3/10/20,260,unknown,26.032,1.859,11.873,0.008,0.03,Refer,Nitrogen,0.022,3.147,528.243,0.19,0.73,Refer,Carbon,1,
3/10/20,260,unknown,23.088,1.849,10.052,0.005,0.02,Refer,Nitrogen,0.021,3.14,469.089,0.151,0.65,Refer,Carbon,1,
3/13/20,bypass,bypass,0,1.815,12.872,0.008,5.07,Refer,Nitrogen,0.043,3.069,300.829,0.149,94.93,Refer,Carbon,1,
3/13/20,bypass,bypass,0,1.831,14.195,0.01,4.96,Refer,Nitrogen,0.038,3.075,369.366,0.19,95.04,Refer,Carbon,1,
3/13/20,Calib\blank,blank,0,1.861,7.984,0.001,100,Refer,Nitrogen,???,,,,,,,,
3/13/20,Calib\00000000,blank,0,1.859,7.432,N/A,N/A,Error,Nitrogen,1.975,3.075,3.763,N/A,N/A,Error,Carbon,1,
3/13/20,Calib\standard,standard,0.512,1.783,24.755,0.026,5.05,Refer,Nitrogen,0.039,3.016,633.165,0.35,68.35,Refer,Carbon,1,
3/13/20,Calib\00000001,standard,0.715,1.773,31.493,0.036,5.04,Refer,Nitrogen,0.036,2.985,874.277,0.496,69.35,Refer,Carbon,1,
3/13/20,Calib\00000002,standard,0.968,1.773,38.75,0.047,4.85,Refer,Nitrogen,0.032,2.96,1193.928,0.689,71.2,Refer,Carbon,1,
3/13/20,Calib\00000003,standard,1.264,1.765,48.664,0.062,4.9,Refer,Nitrogen,0.032,2.945,1520.019,0.887,70.13,Refer,Carbon,1,
3/13/20,Calib\00000004,blank,0,1.873,6.529,N/A,N/A,Error,Nitrogen,???,,,,,,,,
3/13/20,261,unknown,20.463,1.828,13.191,0.008,0.04,Refer,Nitrogen,0.038,3.065,342.828,0.174,0.85,Refer,Carbon,1,
3/13/20,262,unknown,23.849,1.791,57.034,0.074,0.31,Refer,Nitrogen,0.023,2.913,2473.795,1.464,6.14,Refer,Carbon,1,
3/13/20,263,unknown,22.61,1.819,20.255,0.019,0.08,Refer,Nitrogen,0.028,3.061,721.27,0.403,1.78,Refer,Carbon,1,
3/13/20,264,unknown,21.134,1.815,15.974,0.013,0.06,Refer,Nitrogen,0.035,3.049,461.929,0.246,1.17,Refer,Carbon,1,
3/13/20,265,unknown,21.151,1.812,14.608,0.011,0.05,Refer,Nitrogen,0.026,3.04,554.599,0.302,1.43,Refer,Carbon,1,
3/13/20,266,unknown,22.511,1.809,22.546,0.023,0.1,Refer,Nitrogen,0.027,3.035,823.455,0.465,2.07,Refer,Carbon,1,
3/13/20,267,unknown,20.869,1.791,64.856,0.086,0.41,Refer,Nitrogen,0.02,2.871,3188.612,1.896,9.09,Refer,Carbon,1,
3/13/20,268,unknown,24.349,1.791,49.046,0.062,0.26,Refer,Nitrogen,0.023,2.943,2152.592,1.269,5.21,Refer,Carbon,1,
3/13/20,269,unknown,22.583,1.793,24.296,0.025,0.11,Refer,Nitrogen,0.028,3.047,870.963,0.494,2.19,Refer,Carbon,1,
3/13/20,270,unknown,21.838,1.795,44.196,0.055,0.25,Refer,Nitrogen,0.024,2.96,1816.728,1.066,4.88,Refer,Carbon,1,
3/13/20,270,unknown,22.87,1.793,57.608,0.075,0.33,Refer,Nitrogen,0.021,2.909,2716.044,1.61,7.04,Refer,Carbon,1,
3/13/20,Calib\00000005,standard,1.535,1.753,55.82,0.073,4.73,Refer,Nitrogen,0.027,2.94,2045.66,1.205,78.47,Refer,Carbon,1,
3/13/20,Calib\00000006,blank,0,,,,,,,,3.329,73.819,0.012,100,Refer,Carbon,1,
3/13/20,271,unknown,21.891,1.785,47.095,0.06,0.27,Refer,Nitrogen,0.021,2.939,2296.618,1.356,6.2,Refer,Carbon,1,
3/13/20,272,unknown,22.489,1.785,15.985,0.013,0.06,Refer,Nitrogen,0.038,3.123,415.852,0.218,0.97,Refer,Carbon,1,
3/13/20,273,unknown,20.989,1.808,42.959,0.053,0.25,Refer,Nitrogen,0.018,2.967,2439.863,1.443,6.88,Refer,Carbon,1,
3/13/20,274,unknown,24.008,1.788,40.021,0.049,0.2,Refer,Nitrogen,0.021,2.984,1915.114,1.126,4.69,Refer,Carbon,1,
3/13/20,275,unknown,25.869,1.807,18.19,0.016,0.06,Refer,Nitrogen,0.025,3.107,735.373,0.412,1.59,Refer,Carbon,1,
3/13/20,276,unknown,21.506,1.803,13.294,0.009,0.04,Refer,Nitrogen,0.019,3.099,716.099,0.4,1.86,Refer,Carbon,1,
3/13/20,277,unknown,23.597,1.801,25.171,0.026,0.11,Refer,Nitrogen,0.021,3.061,1203.3,0.695,2.94,Refer,Carbon,1,
3/13/20,278,unknown,26.528,1.816,11.553,0.006,0.02,Refer,Nitrogen,0.025,3.145,457.657,0.244,0.92,Refer,Carbon,1,
3/13/20,279,unknown,23.11,1.808,8.104,0.001,0,Refer,Nitrogen,0.024,3.189,342.629,0.174,0.75,Refer,Carbon,1,
3/13/20,280,unknown,22.689,1.813,7.371,N/A,N/A,Error,Nitrogen,0.033,3.209,226.216,0.104,0.46,Refer,Carbon,1,
3/13/20,280,unknown,26.936,1.812,10.368,0.004,0.02,Refer,Nitrogen,0.025,3.151,407.596,0.213,0.79,Refer,Carbon,1,
3/13/20,Calib\00000007,standard,1.677,1.767,54.187,0.07,4.19,Refer,Nitrogen,0.027,2.949,2023.196,1.191,71.02,Refer,Carbon,1,
3/13/20,Calib\00000008,blank,0,,,,,,,,,,,,,,,
3/13/20,281,unknown,25.539,1.804,19.852,0.018,0.07,Refer,Nitrogen,0.029,3.113,673.178,0.374,1.47,Refer,Carbon,1,
3/13/20,282,unknown,22.924,1.807,9.606,0.003,0.01,Refer,Nitrogen,0.027,3.169,356.4,0.183,0.8,Refer,Carbon,1,
3/13/20,283,unknown,23.867,1.793,8.733,0.002,0.01,Refer,Nitrogen,0.021,3.135,406.938,0.213,0.89,Refer,Carbon,1,
3/13/20,284,unknown,23.932,1.788,24.847,0.026,0.11,Refer,Nitrogen,0.025,3.061,985.467,0.563,2.35,Refer,Carbon,1,
3/13/20,285,unknown,22.02,1.793,9.571,0.003,0.01,Refer,Nitrogen,0.024,3.155,401.692,0.21,0.95,Refer,Carbon,1,
3/13/20,286,unknown,21.084,1.801,6.071,N/A,N/A,Error,Nitrogen,0.025,3.167,246.323,0.116,0.55,Refer,Carbon,1,
3/13/20,287,unknown,22.684,1.784,8.379,0.001,0.01,Refer,Nitrogen,0.028,3.147,294.95,0.145,0.64,Refer,Carbon,1,
3/13/20,288,unknown,23.428,1.795,14.831,0.011,0.05,Refer,Nitrogen,0.024,3.111,608.42,0.335,1.43,Refer,Carbon,1,
3/13/20,289,unknown,24.736,1.791,17.129,0.014,0.06,Refer,Nitrogen,0.028,3.077,617.53,0.34,1.38,Refer,Carbon,1,
3/13/20,290,unknown,23.395,1.807,17.642,0.015,0.06,Refer,Nitrogen,0.024,3.08,739.129,0.414,1.77,Refer,Carbon,1,
3/13/20,290,unknown,20.359,1.807,16.244,0.013,0.06,Refer,Nitrogen,0.022,3.1,733.969,0.411,2.02,Refer,Carbon,,
9/14/20,bypass,bypass,0,1.777,8.751,0.006,5.42,Refer,Nitrogen,0.042,2.988,210.683,0.109,94.58,Refer,Carbon,1,
9/14/20,bypass,bypass,0,1.779,11.79,0.011,6.72,Refer,Nitrogen,0.041,2.985,284.35,0.151,93.28,Refer,Carbon,1,
9/14/20,bypass,bypass,0,1.791,11.153,0.01,6.74,Refer,Nitrogen,0.043,2.987,259.917,0.137,93.26,Refer,Carbon,1,
9/14/20,Calib\blank,blank,0,1.829,4.161,N/A,N/A,Error,Nitrogen,???,,,,,,,,
9/14/20,Calib\standard,standard,0.538,1.729,21.934,0.026,4.91,Refer,Nitrogen,0.032,2.905,684.855,0.381,70.9,Refer,Carbon,1,
9/14/20,Calib\00000001,standard,0.799,1.72,30.376,0.039,4.92,Refer,Nitrogen,0.03,2.872,1011.23,0.569,71.23,Refer,Carbon,1,
9/14/20,Calib\00000002,standard,1.12,1.72,40.656,0.055,4.92,Refer,Nitrogen,0.029,2.856,1394.109,0.789,70.48,Refer,Carbon,1,
9/14/20,Calib\00000003,standard,1.265,1.717,45.148,0.062,4.9,Refer,Nitrogen,0.029,2.831,1566.634,0.889,70.25,Refer,Carbon,1,
9/14/20,291,unknown,22.376,1.783,9.117,0.007,0.03,Refer,Nitrogen,0.042,2.988,218.007,0.113,0.5,Refer,Carbon,1,
9/14/20,292,unknown,20.917,1.773,9.03,0.007,0.03,Refer,Nitrogen,0.041,2.983,222.603,0.116,0.55,Refer,Carbon,1,
9/14/20,293,unknown,21.701,1.775,9.256,0.007,0.03,Refer,Nitrogen,0.036,2.973,253.593,0.133,0.61,Refer,Carbon,1,
9/14/20,294,unknown,20.185,1.757,21.155,0.025,0.12,Refer,Nitrogen,0.028,2.944,754.421,0.421,2.09,Refer,Carbon,1,
9/14/20,295,unknown,21.435,1.777,9.909,0.008,0.04,Refer,Nitrogen,0.016,2.975,614.636,0.341,1.59,Refer,Carbon,1,
9/14/20,296,unknown,20.445,1.76,15.866,0.017,0.08,Refer,Nitrogen,0.027,2.963,579.948,0.321,1.57,Refer,Carbon,1,
9/14/20,297,unknown,24.661,1.748,16.748,0.018,0.07,Refer,Nitrogen,0.025,2.943,670.661,0.373,1.51,Refer,Carbon,1,
9/14/20,298,unknown,24.947,1.753,24.398,0.03,0.12,Refer,Nitrogen,0.028,2.937,876.839,0.492,1.97,Refer,Carbon,1,
9/14/20,299,unknown,22.092,1.768,11.916,0.011,0.05,Refer,Nitrogen,0.032,2.976,373.771,0.202,0.92,Refer,Carbon,1,
9/14/20,300,unknown,24.311,1.76,19.263,0.022,0.09,Refer,Nitrogen,0.018,2.939,1098.439,0.619,2.55,Refer,Carbon,1,
9/14/20,300,unknown,21.643,1.753,13.019,0.013,0.06,Refer,Nitrogen,0.019,2.963,696.244,0.388,1.79,Refer,Carbon,1,
9/14/20,Calib\00000005,blank,0,,,,,,,,3.049,16.808,N/A,N/A,Error,Carbon,1,
9/14/20,Calib\00000006,standard,1.425,1.712,48.482,0.067,4.71,Refer,Nitrogen,0.027,2.804,1770.74,1.006,70.6,Refer,Carbon,1,
11/14/20,_11_12_2020 4_05_38 PM_001,bypass,0,1.693,11.985,0.016,6.18,Refer,Nitrogen,0.026,2.951,460.24,0.249,93.82,Refer,Carbon,1,
11/14/20,_11_12_2020 4_11_39 PM_002,bypass,0,1.692,10.249,0.014,6.09,Refer,Nitrogen,0.026,2.944,395.585,0.212,93.91,Refer,Carbon,1,
11/14/20,Calib\_11_12_2020 4_23_41 PM_004,blank,0,,,,,,,,2.985,7.879,N/A,N/A,Error,Carbon,1,
11/14/20,Calib\_11_12_2020 4_29_43 PM_005,standard,0.499,1.653,17.095,0.024,4.86,Refer,Nitrogen,0.026,2.853,651.85,0.359,71.87,Refer,Carbon,1,
11/14/20,Calib\_11_12_2020 4_35_44 PM_006,standard,0.867,1.644,28.41,0.042,4.79,Refer,Nitrogen,0.026,2.812,1104.818,0.617,71.16,Refer,Carbon,1,
11/14/20,Calib\_11_12_2020 4_41_46 PM_007,standard,0.993,1.653,32.747,0.048,4.85,Refer,Nitrogen,0.026,2.811,1258.945,0.705,70.98,Refer,Carbon,1,
11/14/20,Calib\_11_12_2020 4_47_48 PM_008,standard,1.258,1.651,41.409,0.061,4.88,Refer,Nitrogen,0.026,2.775,1583.42,0.89,70.74,Refer,Carbon,1,
11/14/20,301,unknown,21.953,1.683,12.652,0.017,0.08,Refer,Nitrogen,0.024,2.913,533.829,0.291,1.33,Refer,Carbon,1,
11/14/20,302,unknown,22.782,1.699,9.023,0.012,0.05,Refer,Nitrogen,0.02,2.927,457.311,0.248,1.09,Refer,Carbon,1,
11/14/20,303,unknown,20.882,1.681,8.495,0.011,0.05,Refer,Nitrogen,0.02,2.916,418.043,0.225,1.08,Refer,Carbon,1,
11/14/20,304,unknown,20.638,1.717,5.918,0.007,0.03,Refer,Nitrogen,0.022,2.961,274.092,0.143,0.69,Refer,Carbon,1,
11/14/20,305,unknown,22.027,1.696,13.022,0.018,0.08,Refer,Nitrogen,0.021,2.915,606.698,0.333,1.51,Refer,Carbon,1,
11/14/20,306,unknown,20.464,1.696,22.522,0.033,0.16,Refer,Nitrogen,0.026,2.887,867.7,0.482,2.35,Refer,Carbon,1,
11/14/20,307,unknown,24.078,1.703,14.659,0.021,0.09,Refer,Nitrogen,0.018,2.9,793.194,0.439,1.82,Refer,Carbon,1,
11/14/20,308,unknown,21.267,1.695,12.394,0.017,0.08,Refer,Nitrogen,0.019,2.909,650.115,0.358,1.68,Refer,Carbon,1,
11/14/20,309,unknown,22.392,1.688,153.922,0.233,1.04,Refer,Nitrogen,???,,,,,,,,
11/14/20,310,unknown,22.759,1.691,75.414,0.113,0.5,Refer,Nitrogen,0.021,2.688,3658.258,2.073,9.11,Refer,Carbon,1,
11/14/20,310,unknown,24.445,1.705,101.239,0.153,0.63,Refer,Nitrogen,0.021,2.651,4864.821,2.761,11.3,Refer,Carbon,1,
11/14/20,Calib\_11_12_2020 6_05_59 PM_021,standard,1.561,1.657,50.507,0.075,4.82,Refer,Nitrogen,0.026,2.744,1937.933,1.092,69.96,Refer,Carbon,1,
11/14/20,Calib\_11_12_2020 6_12_03 PM_022,blank,0,,,,,,,,3.029,7.746,N/A,N/A,Error,Carbon,1,
4/9/21,_4_9_2021 1_25_10 PM_001,bypass,0,,,,,,,,2.849,9.793,0.007,100,Ordnr,Carbon,1,
4/9/21,_4_9_2021 1_31_12 PM_002,bypass,0,,,,,,,,2.616,6.871,0.005,100,Ordnr,Carbon,1,
4/9/21,_4_9_2021 1_37_13 PM_003,bypass,0,1.215,6.952,0.008,5.42,Ordnr,Nitrogen,0.023,2.6,301.12,0.133,94.58,Ordnr,Carbon,1,
4/9/21,Calib\_4_9_2021 1_43_14 PM_004,blank,0,1.215,2.491,0.005,20.51,Ordnr,Nitrogen,0.059,2.612,42.19,0.021,79.49,Ordnr,Carbon,1,
4/9/21,Calib\_4_9_2021 1_49_16 PM_005,blank,0,,,,,,,,2.604,6.252,0.005,100,Ordnr,Carbon,1,
4/9/21,Calib\_4_9_2021 1_55_18 PM_006,standard,0.561,,,,,,,,2.603,5.148,0.005,0.81,Ordnr,Carbon,1,
4/9/21,Calib\_4_9_2021 2_01_19 PM_007,standard,0.827,1.215,45.848,0.028,3.35,Ordnr,Nitrogen,0.05,2.54,914.845,0.4,48.39,Ordnr,Carbon,1,
4/9/21,Calib\_4_9_2021 2_07_21 PM_008,standard,0.966,1.215,71.209,0.041,4.22,Ordnr,Nitrogen,0.053,2.524,1344.749,0.587,60.78,Ordnr,Carbon,1,
4/9/21,Calib\_4_9_2021 2_13_23 PM_009,standard,1.247,1.221,78.103,0.044,3.55,Ordnr,Nitrogen,0.053,2.532,1483.229,0.647,51.91,Ordnr (Forced),Carbon,1,
4/9/21,Calib\_4_9_2021 2_19_25 PM_010,blank,0,1.22,111.405,0.062,6.38,Ordnr,Nitrogen,0.054,2.501,2069.07,0.902,93.62,Ordnr,Carbon,1,
4/9/21,311,unknown,20.183,,,,,,,,2.609,4.395,0.004,0.02,Ordnr,Carbon,1,
4/9/21,312,unknown,19.952,1.249,103.363,0.057,0.29,Ordnr,Nitrogen,0.024,2.484,4252.409,1.852,9.28,Ordnr,Carbon,1,
4/9/21,313,unknown,20.205,1.245,300.368,0.159,0.79,Ordnr,Nitrogen,0.026,2.305,11683.492,5.083,25.16,Ordnr,Carbon,1,
4/9/21,314,unknown,21.159,1.239,168.983,0.091,0.43,Ordnr,Nitrogen,0.017,2.32,9952.333,4.33,20.47,Ordnr,Carbon,1,
4/9/21,315,unknown,20.471,1.236,124.334,0.068,0.33,Ordnr,Nitrogen,0.014,2.331,9064.066,3.944,19.27,Ordnr,Carbon,1,
4/9/21,316,unknown,21.652,1.247,92.146,0.052,0.24,Ordnr,Nitrogen,0.03,2.507,3086.033,1.344,6.21,Ordnr,Carbon,1,
4/9/21,317,unknown,18.549,1.24,163.857,0.089,0.48,Ordnr,Nitrogen,0.034,2.456,4865.713,2.118,11.42,Ordnr,Carbon,1,
4/9/21,318,unknown,21.525,1.207,25.885,0.017,0.08,Ordnr,Nitrogen,0.019,2.535,1374.038,0.6,2.79,Ordnr,Carbon,1,
4/9/21,319,unknown,20.863,1.239,22.895,0.016,0.08,Ordnr,Nitrogen,0.016,2.559,1407.836,0.615,2.95,Ordnr,Carbon,1,
4/9/21,320,unknown,20.964,1.245,39.896,0.025,0.12,Ordnr,Nitrogen,0.012,2.492,3449.611,1.502,7.17,Ordnr,Carbon,1,
4/9/21,320,unknown,20.009,1.247,118.091,0.065,0.32,Ordnr,Nitrogen,0.012,2.331,9803.748,4.266,21.32,Ordnr,Carbon,1,
4/12/21,Calib\blankcell2,blankcell,0,1.267,19.452,0.013,1.03,Refer,Nitrogen,0.006,2.533,3291.902,1.254,98.97,Refer,Carbon,1,
4/12/21,Bypass1,bypass,0,1.283,104.356,0.052,1.39,Refer,Nitrogen,0.011,2.364,9751.126,3.682,98.61,Refer,Carbon,1,
4/12/21,Bypass2,bypass,0,1.259,23.94,0.015,1.55,Refer,Nitrogen,0.01,2.509,2495.14,0.955,98.45,Refer,Carbon,1,
4/12/21,bypass3,bypass,0,1.252,8.181,0.008,2.84,Refer,Nitrogen,0.012,2.601,671.535,0.269,97.16,Refer,Carbon,1,
4/12/21,Calib\blankcell,blankcell,0,,,,,,,,,,,,,,,
4/12/21,Calib\blankcapsule1,blank,0,,,,,,,,2.655,6.642,0.019,100,Refer,Carbon,1,
4/12/21,Calib\standard1,standard,0.504,1.249,44.582,0.025,4.87,Refer,Nitrogen,0.049,2.591,905.062,0.357,70.84,Refer,Carbon,1,
4/12/21,Calib\standard2,standard,0.811,1.245,76.249,0.039,4.81,Refer,Nitrogen,0.052,2.544,1468.955,0.569,70.16,Refer,Carbon,1,
4/12/21,Calib\standard3,standard,1.067,1.253,103.72,0.052,4.84,Refer,Nitrogen,0.053,2.539,1963.854,0.755,70.76,Refer,Carbon,1,
4/12/21,Calib\standard4,standard,1.233,1.249,121.597,0.06,4.85,Refer,Nitrogen,0.054,2.515,2269.019,0.87,70.54,Refer,Carbon,1,
4/12/21,Calib\blankcapsule2,blank,1.233,,,,,,,,2.651,5.972,0.019,1.55,Refer,Carbon,1,
4/12/21,321,unknown,18.984,1.269,9.647,0.009,0.04,Refer,Nitrogen,0.024,2.641,410.445,0.171,0.9,Refer,Carbon,1,
4/12/21,322,unknown,20.354,1.275,11.642,0.009,0.05,Refer,Nitrogen,0.019,2.629,624.337,0.251,1.24,Refer,Carbon,1,
4/12/21,323,unknown,20.377,1.277,156.037,0.076,0.37,Refer,Nitrogen,0.03,2.476,5275.203,2,9.81,Refer,Carbon,1,
4/12/21,324,unknown,20.59,1.269,47.857,0.026,0.13,Refer,Nitrogen,0.015,2.54,3123.452,1.191,5.78,Refer,Carbon,1,
4/12/21,325,unknown,21.16,1.276,178.77,0.086,0.41,Refer,Nitrogen,0.017,2.368,10517.996,3.97,18.76,Refer,Carbon,1,
4/12/21,326,unknown,21.433,1.277,286.269,0.135,0.63,Refer,Nitrogen,0.018,2.271,15598.783,5.88,27.44,Refer,Carbon,1,
4/12/21,327,unknown,20.619,1.277,57.24,0.03,0.15,Refer,Nitrogen,0.014,2.529,4164.027,1.582,7.67,Refer,Carbon,1,
4/12/21,328,unknown,20.563,1.28,55.202,0.029,0.14,Refer,Nitrogen,0.014,2.524,3898.418,1.482,7.21,Refer,Carbon,1,
4/12/21,329,unknown,21.855,1.273,108.277,0.054,0.25,Refer,Nitrogen,0.015,2.408,7397.241,2.797,12.8,Refer,Carbon,1,
4/12/21,330,unknown,21.798,1.281,214.785,0.102,0.47,Refer,Nitrogen,0.021,2.36,10259.375,3.873,17.77,Refer,Carbon,1,
4/12/21,330,unknown,21.429,1.28,206.97,0.099,0.46,Refer,Nitrogen,0.02,2.353,10425.25,3.936,18.37,Refer,Carbon,1,
4/19/21,_4_19_2021 12_48_52 PM_001,bypass,0,,,,,,,,2.685,2.976,0.002,100,Refer,Carbon,1,
4/19/21,_4_19_2021 12_54_53 PM_002,bypass,0,,,,,,,,2.671,89.668,0.034,100,Refer,Carbon,1,
4/19/21,_4_19_2021 1_00_54 PM_003,bypass,0,,,,,,,,2.348,11076.76,3.341,100,Refer,Carbon,1,
4/19/21,Calib\_4_19_2021 1_06_54 PM_004,blank,0,,,,,,,,2.464,5126.596,1.714,100,Refer,Carbon,1,
4/19/21,Calib\_4_19_2021 1_12_56 PM_005,blank,0,,,,,,,,,,,,,,,
4/19/21,Calib\_4_19_2021 1_18_57 PM_006,blank,0,,,,,,,,2.685,7.069,0.003,100,Refer,Carbon,1,
4/19/21,Calib\_4_19_2021 1_24_59 PM_007,standard,0.581,,,,,,,,2.599,1108.447,0.406,69.94,Refer,Carbon,1,
4/19/21,Calib\_4_19_2021 1_31_00 PM_008,standard,0.645,,,,,,,,2.587,1248.134,0.456,70.68,Refer,Carbon,1,
4/19/21,Calib\_4_19_2021 1_37_02 PM_009,standard,1.039,,,,,,,,2.548,2039.29,0.73,70.26,Refer,Carbon,1,
4/19/21,Calib\_4_19_2021 1_43_05 PM_010,standard,1.252,,,,,,,,2.529,2452.578,0.869,69.42,Refer,Carbon,1,
4/19/21,Calib\_4_19_2021 1_49_07 PM_011,blank,0,,,,,,,,2.668,11.97,0.005,100,Refer,Carbon,1,
4/19/21,333,unknown,14.542,,,,,,,,2.665,587.811,0.219,1.5,Refer,Carbon,1,
4/19/21,334,unknown,12.919,,,,,,,,2.683,415.099,0.155,1.2,Refer,Carbon,1,
4/19/21,335,unknown,14.013,,,,,,,,2.633,1428.665,0.519,3.71,Refer,Carbon,1,
4/19/21,336,unknown,14.334,,,,,,,,2.683,199.521,0.075,0.53,Refer,Carbon,1,
4/19/21,337,unknown,14.027,,,,,,,,2.676,253.371,0.095,0.68,Refer,Carbon,1,
4/19/21,338,unknown,10.256,,,,,,,,2.663,399.593,0.15,1.46,Refer,Carbon,1,
4/19/21,339,unknown,13.439,,,,,,,,2.648,1271.515,0.464,3.45,Refer,Carbon,1,
4/19/21,340,unknown,12.702,,,,,,,,2.631,1037.958,0.381,3,Refer,Carbon,1,
4/19/21,341,unknown,13.151,,,,,,,,2.643,728.352,0.27,2.05,Refer,Carbon,1,
4/19/21,342,unknown,10.524,,,,,,,,2.655,223.537,0.084,0.8,Refer,Carbon,1,
4/19/21,343,unknown,12.553,,,,,,,,2.563,2729.366,0.961,7.66,Refer,Carbon,1,
4/19/21,343,unknown,14.28,,,,,,,,2.523,3420.955,1.186,8.3,Refer,Carbon,1,
4/19/21,Calib\_4_19_2021 3_44_13 PM_024,standard,1.342,,,,,,,,2.513,2843.163,0.998,74.4,Refer,Carbon,1,
4/19/21,Calib\_4_19_2021 3_50_16 PM_025,blank,0,,,,,,,,,,,,,,,
4/19/21,344,unknown,15.288,,,,,,,,2.625,1708.372,0.617,4.03,Refer,Carbon,1,
4/19/21,345,unknown,12.071,,,,,,,,2.639,837.524,0.309,2.56,Refer,Carbon,1,
4/19/21,346,unknown,12.257,,,,,,,,2.651,625.593,0.233,1.9,Refer,Carbon,1,
4/19/21,347,unknown,11.361,,,,,,,,2.652,462.268,0.173,1.52,Refer,Carbon,1,
4/19/21,348,unknown,14.171,,,,,,,,2.615,1730.842,0.624,4.41,Refer,Carbon,1,
4/19/21,349,unknown,10.376,,,,,,,,2.613,1111.166,0.407,3.93,Refer,Carbon,1,
4/19/21,350,unknown,13.004,,,,,,,,2.671,411.706,0.154,1.18,Refer,Carbon,1,
4/19/21,351,unknown,11.594,,,,,,,,2.676,190.498,0.072,0.62,Refer,Carbon,1,
4/19/21,352,unknown,8.743,,,,,,,,2.671,257.108,0.097,1.11,Refer,Carbon,1,
4/19/21,353,unknown,15.285,,,,,,,,2.671,329.19,0.124,0.81,Refer,Carbon,1,
4/19/21,354,unknown,12.545,,,,,,,,2.639,867.34,0.32,2.55,Refer,Carbon,1,
4/19/21,354,unknown,12.179,,,,,,,,2.657,835.266,0.309,2.53,Refer,Carbon,1,
4/19/21,Calib\_4_19_2021 5_08_28 PM_038,standard,1.787,,,,,,,,2.505,3653.238,1.26,70.49,Refer,Carbon,1,
4/19/21,Calib\_4_19_2021 5_14_34 PM_039,blank,0,,,,,,,,,,,,,,,
4/19/21,355,unknown,14.38,,,,,,,,2.683,289.342,0.109,0.76,Refer,Carbon,1,
4/19/21,356,unknown,15.149,,,,,,,,2.589,2456.695,0.871,5.75,Refer,Carbon,1,
4/19/21,357,unknown,10.286,,,,,,,,2.637,389.4,0.146,1.42,Refer,Carbon,1,
4/19/21,358,unknown,14.927,,,,,,,,2.656,296.366,0.111,0.75,Refer,Carbon,1,
